,country,region,price,iso3,protect,restore,manage,total,varname,units
700,Burkina Faso,West,50,BFA,0.0,0.0,0.15,0.15,rel_jobs,Jobs per Working Age Population
701,Burkina Faso,West,60,BFA,0.0,0.0,0.17,0.17,rel_jobs,Jobs per Working Age Population
702,Burkina Faso,West,70,BFA,0.0,0.0,0.19,0.19,rel_jobs,Jobs per Working Age Population
703,Burkina Faso,West,80,BFA,0.0,0.0,0.21,0.21,rel_jobs,Jobs per Working Age Population
704,Burkina Faso,West,90,BFA,0.0,0.0,0.23,0.23,rel_jobs,Jobs per Working Age Population
705,Burkina Faso,West,100,BFA,0.0,0.0,0.25,0.25,rel_jobs,Jobs per Working Age Population
706,Burkina Faso,West,110,BFA,0.0,0.0,0.27,0.28,rel_jobs,Jobs per Working Age Population
707,Burkina Faso,West,120,BFA,0.0,0.0,0.3,0.3,rel_jobs,Jobs per Working Age Population
708,Burundi,East,10,BDI,0.0,0.0,0.03,0.03,rel_jobs,Jobs per Working Age Population
709,Burundi,East,20,BDI,0.0,0.0,0.04,0.04,rel_jobs,Jobs per Working Age Population
710,Burundi,East,30,BDI,0.0,0.0,0.04,0.04,rel_jobs,Jobs per Working Age Population
711,Burundi,East,40,BDI,0.0,0.0,0.05,0.05,rel_jobs,Jobs per Working Age Population
712,Burundi,East,50,BDI,0.0,0.0,0.05,0.05,rel_jobs,Jobs per Working Age Population
713,Burundi,East,60,BDI,0.0,0.0,0.06,0.06,rel_jobs,Jobs per Working Age Population
714,Burundi,East,70,BDI,0.0,0.0,0.06,0.06,rel_jobs,Jobs per Working Age Population
715,Burundi,East,80,BDI,0.0,0.0,0.07,0.07,rel_jobs,Jobs per Working Age Population
716,Burundi,East,90,BDI,0.0,0.0,0.07,0.07,rel_jobs,Jobs per Working Age Population
717,Burundi,East,100,BDI,0.0,0.0,0.07,0.08,rel_jobs,Jobs per Working Age Population
718,Burundi,East,110,BDI,0.0,0.0,0.08,0.08,rel_jobs,Jobs per Working Age Population
719,Burundi,East,120,BDI,0.0,0.0,0.08,0.09,rel_jobs,Jobs per Working Age Population
720,Cape Verde,West,10,CPV,0.0,0.0,0.0,0.0,rel_jobs,Jobs per Working Age Population
721,Cape Verde,West,20,CPV,0.0,0.01,0.0,0.01,rel_jobs,Jobs per Working Age Population
722,Cape Verde,West,30,CPV,0.0,0.01,0.0,0.02,rel_jobs,Jobs per Working Age Population
723,Cape Verde,West,40,CPV,0.0,0.02,0.01,0.03,rel_jobs,Jobs per Working Age Population
724,Cape Verde,West,50,CPV,0.0,0.03,0.01,0.03,rel_jobs,Jobs per Working Age Population
725,Cape Verde,West,60,CPV,0.0,0.03,0.01,0.04,rel_jobs,Jobs per Working Age Population
726,Cape Verde,West,70,CPV,0.0,0.04,0.01,0.05,rel_jobs,Jobs per Working Age Population
727,Cape Verde,West,80,CPV,0.0,0.05,0.01,0.05,rel_jobs,Jobs per Working Age Population
728,Cape Verde,West,90,CPV,0.0,0.05,0.01,0.06,rel_jobs,Jobs per Working Age Population
729,Cape Verde,West,100,CPV,0.0,0.06,0.01,0.07,rel_jobs,Jobs per Working Age Population
730,Cape Verde,West,110,CPV,0.0,0.07,0.01,0.08,rel_jobs,Jobs per Working Age Population
731,Cape Verde,West,120,CPV,0.0,0.08,0.01,0.08,rel_jobs,Jobs per Working Age Population
732,Cameroon,Middle Africa,10,CMR,0.0,0.0,0.16,0.16,rel_jobs,Jobs per Working Age Population
733,Cameroon,Middle Africa,20,CMR,0.0,0.01,0.19,0.19,rel_jobs,Jobs per Working Age Population
734,Cameroon,Middle Africa,30,CMR,0.0,0.01,0.21,0.22,rel_jobs,Jobs per Working Age Population
735,Cameroon,Middle Africa,40,CMR,0.0,0.02,0.24,0.26,rel_jobs,Jobs per Working Age Population
736,Cameroon,Middle Africa,50,CMR,0.0,0.02,0.26,0.29,rel_jobs,Jobs per Working Age Population
737,Cameroon,Middle Africa,60,CMR,0.0,0.03,0.29,0.32,rel_jobs,Jobs per Working Age Population
738,Cameroon,Middle Africa,70,CMR,0.0,0.03,0.32,0.35,rel_jobs,Jobs per Working Age Population
739,Cameroon,Middle Africa,80,CMR,0.0,0.04,0.34,0.38,rel_jobs,Jobs per Working Age Population
740,Cameroon,Middle Africa,90,CMR,0.0,0.04,0.37,0.41,rel_jobs,Jobs per Working Age Population
741,Cameroon,Middle Africa,100,CMR,0.0,0.05,0.39,0.44,rel_jobs,Jobs per Working Age Population
742,Cameroon,Middle Africa,110,CMR,0.0,0.05,0.42,0.47,rel_jobs,Jobs per Working Age Population
743,Cameroon,Middle Africa,120,CMR,0.0,0.06,0.44,0.5,rel_jobs,Jobs per Working Age Population
744,Central African Republic,Middle Africa,10,CAF,0.0,0.0,0.19,0.19,rel_jobs,Jobs per Working Age Population
745,Central African Republic,Middle Africa,20,CAF,0.0,0.01,0.21,0.22,rel_jobs,Jobs per Working Age Population
746,Central African Republic,Middle Africa,30,CAF,0.0,0.01,0.24,0.25,rel_jobs,Jobs per Working Age Population
747,Central African Republic,Middle Africa,40,CAF,0.0,0.02,0.26,0.28,rel_jobs,Jobs per Working Age Population
748,Central African Republic,Middle Africa,50,CAF,0.0,0.03,0.28,0.31,rel_jobs,Jobs per Working Age Population
749,Central African Republic,Middle Africa,60,CAF,0.0,0.03,0.3,0.34,rel_jobs,Jobs per Working Age Population
750,Central African Republic,Middle Africa,70,CAF,0.0,0.04,0.33,0.36,rel_jobs,Jobs per Working Age Population
751,Central African Republic,Middle Africa,80,CAF,0.0,0.05,0.35,0.39,rel_jobs,Jobs per Working Age Population
752,Central African Republic,Middle Africa,90,CAF,0.0,0.05,0.37,0.42,rel_jobs,Jobs per Working Age Population
753,Central African Republic,Middle Africa,100,CAF,0.0,0.06,0.39,0.45,rel_jobs,Jobs per Working Age Population
754,Central African Republic,Middle Africa,110,CAF,0.0,0.06,0.42,0.48,rel_jobs,Jobs per Working Age Population
755,Central African Republic,Middle Africa,120,CAF,0.0,0.07,0.44,0.51,rel_jobs,Jobs per Working Age Population
756,Chad,Middle Africa,10,TCD,0.0,0.0,0.07,0.07,rel_jobs,Jobs per Working Age Population
757,Chad,Middle Africa,20,TCD,0.0,0.0,0.09,0.09,rel_jobs,Jobs per Working Age Population
758,Chad,Middle Africa,30,TCD,0.0,0.0,0.11,0.11,rel_jobs,Jobs per Working Age Population
759,Chad,Middle Africa,40,TCD,0.0,0.0,0.13,0.13,rel_jobs,Jobs per Working Age Population
760,Chad,Middle Africa,50,TCD,0.0,0.0,0.15,0.15,rel_jobs,Jobs per Working Age Population
761,Chad,Middle Africa,60,TCD,0.0,0.0,0.17,0.17,rel_jobs,Jobs per Working Age Population
762,Chad,Middle Africa,70,TCD,0.0,0.0,0.18,0.18,rel_jobs,Jobs per Working Age Population
763,Chad,Middle Africa,80,TCD,0.0,0.0,0.2,0.2,rel_jobs,Jobs per Working Age Population
764,Chad,Middle Africa,90,TCD,0.0,0.0,0.22,0.22,rel_jobs,Jobs per Working Age Population
765,Chad,Middle Africa,100,TCD,0.0,0.0,0.24,0.24,rel_jobs,Jobs per Working Age Population
766,Chad,Middle Africa,110,TCD,0.0,0.0,0.26,0.26,rel_jobs,Jobs per Working Age Population
767,Chad,Middle Africa,120,TCD,0.0,0.0,0.28,0.28,rel_jobs,Jobs per Working Age Population
768,Comoros,East,10,COM,0.0,0.0,0.01,0.01,rel_jobs,Jobs per Working Age Population
769,Comoros,East,20,COM,0.0,0.0,0.01,0.01,rel_jobs,Jobs per Working Age Population
770,Comoros,East,30,COM,0.0,0.0,0.01,0.01,rel_jobs,Jobs per Working Age Population
771,Comoros,East,40,COM,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
772,Comoros,East,50,COM,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
773,Comoros,East,60,COM,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
774,Comoros,East,70,COM,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
775,Comoros,East,80,COM,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
776,Comoros,East,90,COM,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
777,Comoros,East,100,COM,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
778,Comoros,East,110,COM,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
779,Comoros,East,120,COM,0.0,0.0,0.03,0.03,rel_jobs,Jobs per Working Age Population
780,Cote d'Ivoire,West,10,CIV,0.0,0.0,0.12,0.12,rel_jobs,Jobs per Working Age Population
781,Cote d'Ivoire,West,20,CIV,0.0,0.02,0.14,0.16,rel_jobs,Jobs per Working Age Population
782,Cote d'Ivoire,West,30,CIV,0.0,0.04,0.15,0.19,rel_jobs,Jobs per Working Age Population
783,Cote d'Ivoire,West,40,CIV,0.0,0.05,0.17,0.22,rel_jobs,Jobs per Working Age Population
784,Cote d'Ivoire,West,50,CIV,0.0,0.07,0.18,0.25,rel_jobs,Jobs per Working Age Population
785,Cote d'Ivoire,West,60,CIV,0.0,0.09,0.2,0.29,rel_jobs,Jobs per Working Age Population
786,Cote d'Ivoire,West,70,CIV,0.0,0.1,0.22,0.32,rel_jobs,Jobs per Working Age Population
787,Cote d'Ivoire,West,80,CIV,0.0,0.12,0.23,0.35,rel_jobs,Jobs per Working Age Population
788,Cote d'Ivoire,West,90,CIV,0.0,0.14,0.25,0.39,rel_jobs,Jobs per Working Age Population
789,Cote d'Ivoire,West,100,CIV,0.0,0.16,0.26,0.42,rel_jobs,Jobs per Working Age Population
790,Cote d'Ivoire,West,110,CIV,0.0,0.17,0.28,0.45,rel_jobs,Jobs per Working Age Population
791,Cote d'Ivoire,West,120,CIV,0.0,0.19,0.29,0.48,rel_jobs,Jobs per Working Age Population
792,Democratic Republic of the Congo (DRC),Middle Africa,10,COD,0.0,0.0,0.09,0.09,rel_jobs,Jobs per Working Age Population
793,Democratic Republic of the Congo (DRC),Middle Africa,20,COD,0.0,0.01,0.1,0.11,rel_jobs,Jobs per Working Age Population
794,Democratic Republic of the Congo (DRC),Middle Africa,30,COD,0.0,0.02,0.11,0.13,rel_jobs,Jobs per Working Age Population
795,Democratic Republic of the Congo (DRC),Middle Africa,40,COD,0.0,0.02,0.12,0.14,rel_jobs,Jobs per Working Age Population
796,Democratic Republic of the Congo (DRC),Middle Africa,50,COD,0.0,0.03,0.13,0.16,rel_jobs,Jobs per Working Age Population
797,Democratic Republic of the Congo (DRC),Middle Africa,60,COD,0.0,0.04,0.14,0.18,rel_jobs,Jobs per Working Age Population
798,Democratic Republic of the Congo (DRC),Middle Africa,70,COD,0.0,0.05,0.15,0.2,rel_jobs,Jobs per Working Age Population
799,Democratic Republic of the Congo (DRC),Middle Africa,80,COD,0.0,0.06,0.16,0.22,rel_jobs,Jobs per Working Age Population
800,Democratic Republic of the Congo (DRC),Middle Africa,90,COD,0.0,0.06,0.17,0.24,rel_jobs,Jobs per Working Age Population
801,Democratic Republic of the Congo (DRC),Middle Africa,100,COD,0.0,0.07,0.18,0.25,rel_jobs,Jobs per Working Age Population
802,Democratic Republic of the Congo (DRC),Middle Africa,110,COD,0.0,0.08,0.19,0.27,rel_jobs,Jobs per Working Age Population
803,Democratic Republic of the Congo (DRC),Middle Africa,120,COD,0.0,0.09,0.2,0.29,rel_jobs,Jobs per Working Age Population
804,Djibouti,East,10,DJI,0.0,0.0,0.0,0.0,rel_jobs,Jobs per Working Age Population
805,Djibouti,East,20,DJI,0.0,0.0,0.0,0.0,rel_jobs,Jobs per Working Age Population
806,Djibouti,East,30,DJI,0.0,0.0,0.0,0.0,rel_jobs,Jobs per Working Age Population
807,Djibouti,East,40,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
808,Djibouti,East,50,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
809,Djibouti,East,60,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
810,Djibouti,East,70,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
811,Djibouti,East,80,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
812,Djibouti,East,90,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
813,Djibouti,East,100,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
814,Djibouti,East,110,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
815,Djibouti,East,120,DJI,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
816,Egypt,North,10,EGY,0.0,0.0,0.0,0.0,rel_jobs,Jobs per Working Age Population
817,Egypt,North,20,EGY,0.0,0.0,0.01,0.01,rel_jobs,Jobs per Working Age Population
818,Egypt,North,30,EGY,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
819,Egypt,North,40,EGY,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
820,Egypt,North,50,EGY,0.0,0.0,0.03,0.03,rel_jobs,Jobs per Working Age Population
821,Egypt,North,60,EGY,0.0,0.0,0.04,0.04,rel_jobs,Jobs per Working Age Population
822,Egypt,North,70,EGY,0.0,0.0,0.04,0.04,rel_jobs,Jobs per Working Age Population
823,Egypt,North,80,EGY,0.0,0.0,0.05,0.05,rel_jobs,Jobs per Working Age Population
824,Egypt,North,90,EGY,0.0,0.0,0.06,0.06,rel_jobs,Jobs per Working Age Population
825,Egypt,North,100,EGY,0.0,0.0,0.07,0.07,rel_jobs,Jobs per Working Age Population
826,Egypt,North,110,EGY,0.0,0.0,0.07,0.07,rel_jobs,Jobs per Working Age Population
827,Egypt,North,120,EGY,0.0,0.0,0.08,0.08,rel_jobs,Jobs per Working Age Population
828,Equatorial Guinea,Middle Africa,10,GNQ,0.0,0.0,1.14,1.14,rel_jobs,Jobs per Working Age Population
829,Equatorial Guinea,Middle Africa,20,GNQ,0.0,0.0,1.27,1.27,rel_jobs,Jobs per Working Age Population
830,Equatorial Guinea,Middle Africa,30,GNQ,0.0,0.0,1.39,1.4,rel_jobs,Jobs per Working Age Population
831,Equatorial Guinea,Middle Africa,40,GNQ,0.0,0.0,1.52,1.52,rel_jobs,Jobs per Working Age Population
832,Equatorial Guinea,Middle Africa,50,GNQ,0.0,0.0,1.65,1.65,rel_jobs,Jobs per Working Age Population
833,Equatorial Guinea,Middle Africa,60,GNQ,0.0,0.0,1.77,1.78,rel_jobs,Jobs per Working Age Population
834,Equatorial Guinea,Middle Africa,70,GNQ,0.0,0.0,1.9,1.9,rel_jobs,Jobs per Working Age Population
835,Equatorial Guinea,Middle Africa,80,GNQ,0.0,0.0,2.03,2.03,rel_jobs,Jobs per Working Age Population
836,Equatorial Guinea,Middle Africa,90,GNQ,0.0,0.0,2.15,2.16,rel_jobs,Jobs per Working Age Population
837,Equatorial Guinea,Middle Africa,100,GNQ,0.0,0.0,2.28,2.29,rel_jobs,Jobs per Working Age Population
838,Equatorial Guinea,Middle Africa,110,GNQ,0.0,0.0,2.41,2.41,rel_jobs,Jobs per Working Age Population
839,Equatorial Guinea,Middle Africa,120,GNQ,0.0,0.01,2.53,2.54,rel_jobs,Jobs per Working Age Population
840,Eritrea,East,10,ERI,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
841,Eritrea,East,20,ERI,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
842,Eritrea,East,30,ERI,0.0,0.0,0.03,0.03,rel_jobs,Jobs per Working Age Population
843,Eritrea,East,40,ERI,0.0,0.0,0.03,0.03,rel_jobs,Jobs per Working Age Population
844,Eritrea,East,50,ERI,0.0,0.0,0.04,0.04,rel_jobs,Jobs per Working Age Population
845,Eritrea,East,60,ERI,0.0,0.0,0.04,0.04,rel_jobs,Jobs per Working Age Population
846,Eritrea,East,70,ERI,0.0,0.0,0.05,0.05,rel_jobs,Jobs per Working Age Population
847,Eritrea,East,80,ERI,0.0,0.0,0.05,0.05,rel_jobs,Jobs per Working Age Population
848,Eritrea,East,90,ERI,0.0,0.0,0.06,0.06,rel_jobs,Jobs per Working Age Population
849,Eritrea,East,100,ERI,0.0,0.0,0.06,0.06,rel_jobs,Jobs per Working Age Population
850,Eritrea,East,110,ERI,0.0,0.0,0.07,0.07,rel_jobs,Jobs per Working Age Population
851,Eritrea,East,120,ERI,0.0,0.0,0.07,0.07,rel_jobs,Jobs per Working Age Population
852,Ethiopia,East,10,ETH,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
853,Ethiopia,East,20,ETH,0.0,0.0,0.03,0.04,rel_jobs,Jobs per Working Age Population
854,Ethiopia,East,30,ETH,0.0,0.0,0.05,0.05,rel_jobs,Jobs per Working Age Population
855,Ethiopia,East,40,ETH,0.0,0.01,0.06,0.06,rel_jobs,Jobs per Working Age Population
856,Ethiopia,East,50,ETH,0.0,0.01,0.07,0.07,rel_jobs,Jobs per Working Age Population
857,Ethiopia,East,60,ETH,0.0,0.01,0.08,0.09,rel_jobs,Jobs per Working Age Population
858,Ethiopia,East,70,ETH,0.0,0.01,0.09,0.1,rel_jobs,Jobs per Working Age Population
859,Ethiopia,East,80,ETH,0.0,0.01,0.1,0.11,rel_jobs,Jobs per Working Age Population
860,Ethiopia,East,90,ETH,0.0,0.01,0.11,0.12,rel_jobs,Jobs per Working Age Population
861,Ethiopia,East,100,ETH,0.0,0.02,0.12,0.14,rel_jobs,Jobs per Working Age Population
862,Ethiopia,East,110,ETH,0.0,0.02,0.13,0.15,rel_jobs,Jobs per Working Age Population
863,Ethiopia,East,120,ETH,0.0,0.02,0.14,0.16,rel_jobs,Jobs per Working Age Population
864,Gabon,Middle Africa,10,GAB,0.0,0.0,1.99,1.99,rel_jobs,Jobs per Working Age Population
865,Gabon,Middle Africa,20,GAB,0.0,0.02,2.21,2.22,rel_jobs,Jobs per Working Age Population
866,Gabon,Middle Africa,30,GAB,0.0,0.03,2.43,2.46,rel_jobs,Jobs per Working Age Population
867,Gabon,Middle Africa,40,GAB,0.0,0.05,2.65,2.7,rel_jobs,Jobs per Working Age Population
868,Gabon,Middle Africa,50,GAB,0.0,0.06,2.87,2.94,rel_jobs,Jobs per Working Age Population
869,Gabon,Middle Africa,60,GAB,0.0,0.08,3.09,3.17,rel_jobs,Jobs per Working Age Population
870,Gabon,Middle Africa,70,GAB,0.0,0.09,3.32,3.41,rel_jobs,Jobs per Working Age Population
871,Gabon,Middle Africa,80,GAB,0.0,0.11,3.54,3.65,rel_jobs,Jobs per Working Age Population
872,Gabon,Middle Africa,90,GAB,0.0,0.13,3.76,3.89,rel_jobs,Jobs per Working Age Population
873,Gabon,Middle Africa,100,GAB,0.0,0.14,3.98,4.12,rel_jobs,Jobs per Working Age Population
874,Gabon,Middle Africa,110,GAB,0.0,0.16,4.2,4.36,rel_jobs,Jobs per Working Age Population
875,Gabon,Middle Africa,120,GAB,0.0,0.17,4.43,4.6,rel_jobs,Jobs per Working Age Population
876,"Gambia, The",West,10,GMB,0.0,0.0,0.13,0.13,rel_jobs,Jobs per Working Age Population
877,"Gambia, The",West,20,GMB,0.0,0.0,0.15,0.15,rel_jobs,Jobs per Working Age Population
878,"Gambia, The",West,30,GMB,0.0,0.0,0.16,0.17,rel_jobs,Jobs per Working Age Population
879,"Gambia, The",West,40,GMB,0.0,0.0,0.18,0.18,rel_jobs,Jobs per Working Age Population
880,"Gambia, The",West,50,GMB,0.0,0.0,0.2,0.2,rel_jobs,Jobs per Working Age Population
881,"Gambia, The",West,60,GMB,0.0,0.0,0.21,0.22,rel_jobs,Jobs per Working Age Population
882,"Gambia, The",West,70,GMB,0.0,0.0,0.23,0.23,rel_jobs,Jobs per Working Age Population
883,"Gambia, The",West,80,GMB,0.0,0.0,0.25,0.25,rel_jobs,Jobs per Working Age Population
884,"Gambia, The",West,90,GMB,0.0,0.0,0.27,0.27,rel_jobs,Jobs per Working Age Population
885,"Gambia, The",West,100,GMB,0.0,0.0,0.28,0.28,rel_jobs,Jobs per Working Age Population
886,"Gambia, The",West,110,GMB,0.0,0.0,0.3,0.3,rel_jobs,Jobs per Working Age Population
887,"Gambia, The",West,120,GMB,0.0,0.0,0.32,0.32,rel_jobs,Jobs per Working Age Population
888,Ghana,West,10,GHA,0.0,0.0,0.12,0.12,rel_jobs,Jobs per Working Age Population
889,Ghana,West,20,GHA,0.0,0.01,0.13,0.14,rel_jobs,Jobs per Working Age Population
890,Ghana,West,30,GHA,0.0,0.01,0.15,0.16,rel_jobs,Jobs per Working Age Population
891,Ghana,West,40,GHA,0.0,0.02,0.17,0.18,rel_jobs,Jobs per Working Age Population
892,Ghana,West,50,GHA,0.0,0.03,0.18,0.21,rel_jobs,Jobs per Working Age Population
893,Ghana,West,60,GHA,0.0,0.03,0.2,0.23,rel_jobs,Jobs per Working Age Population
894,Ghana,West,70,GHA,0.0,0.04,0.21,0.25,rel_jobs,Jobs per Working Age Population
895,Ghana,West,80,GHA,0.0,0.04,0.23,0.28,rel_jobs,Jobs per Working Age Population
896,Ghana,West,90,GHA,0.0,0.05,0.25,0.3,rel_jobs,Jobs per Working Age Population
897,Ghana,West,100,GHA,0.0,0.06,0.26,0.32,rel_jobs,Jobs per Working Age Population
898,Ghana,West,110,GHA,0.0,0.06,0.28,0.34,rel_jobs,Jobs per Working Age Population
899,Ghana,West,120,GHA,0.0,0.07,0.3,0.37,rel_jobs,Jobs per Working Age Population
900,Guinea,West,10,GIN,0.0,0.0,0.11,0.12,rel_jobs,Jobs per Working Age Population
901,Guinea,West,20,GIN,0.0,0.01,0.13,0.14,rel_jobs,Jobs per Working Age Population
902,Guinea,West,30,GIN,0.0,0.01,0.14,0.16,rel_jobs,Jobs per Working Age Population
903,Guinea,West,40,GIN,0.0,0.01,0.16,0.17,rel_jobs,Jobs per Working Age Population
904,Guinea,West,50,GIN,0.0,0.02,0.18,0.19,rel_jobs,Jobs per Working Age Population
905,Guinea,West,60,GIN,0.0,0.02,0.19,0.21,rel_jobs,Jobs per Working Age Population
906,Guinea,West,70,GIN,0.0,0.03,0.21,0.23,rel_jobs,Jobs per Working Age Population
907,Guinea,West,80,GIN,0.0,0.03,0.22,0.25,rel_jobs,Jobs per Working Age Population
908,Guinea,West,90,GIN,0.0,0.03,0.24,0.27,rel_jobs,Jobs per Working Age Population
909,Guinea,West,100,GIN,0.0,0.04,0.26,0.29,rel_jobs,Jobs per Working Age Population
910,Guinea,West,110,GIN,0.0,0.04,0.27,0.31,rel_jobs,Jobs per Working Age Population
911,Guinea,West,120,GIN,0.0,0.04,0.29,0.33,rel_jobs,Jobs per Working Age Population
912,Guinea-Bissau,West,10,GNB,0.0,0.0,0.14,0.14,rel_jobs,Jobs per Working Age Population
913,Guinea-Bissau,West,20,GNB,0.0,0.0,0.16,0.16,rel_jobs,Jobs per Working Age Population
914,Guinea-Bissau,West,30,GNB,0.0,0.0,0.17,0.18,rel_jobs,Jobs per Working Age Population
915,Guinea-Bissau,West,40,GNB,0.0,0.01,0.19,0.2,rel_jobs,Jobs per Working Age Population
916,Guinea-Bissau,West,50,GNB,0.0,0.01,0.21,0.22,rel_jobs,Jobs per Working Age Population
917,Guinea-Bissau,West,60,GNB,0.0,0.01,0.23,0.23,rel_jobs,Jobs per Working Age Population
918,Guinea-Bissau,West,70,GNB,0.0,0.01,0.24,0.25,rel_jobs,Jobs per Working Age Population
919,Guinea-Bissau,West,80,GNB,0.0,0.01,0.26,0.27,rel_jobs,Jobs per Working Age Population
920,Guinea-Bissau,West,90,GNB,0.0,0.01,0.28,0.29,rel_jobs,Jobs per Working Age Population
921,Guinea-Bissau,West,100,GNB,0.0,0.02,0.29,0.31,rel_jobs,Jobs per Working Age Population
922,Guinea-Bissau,West,110,GNB,0.0,0.02,0.31,0.33,rel_jobs,Jobs per Working Age Population
923,Guinea-Bissau,West,120,GNB,0.0,0.02,0.33,0.35,rel_jobs,Jobs per Working Age Population
924,Kenya,East,10,KEN,0.0,0.0,0.0,0.01,rel_jobs,Jobs per Working Age Population
925,Kenya,East,20,KEN,0.0,0.0,0.01,0.01,rel_jobs,Jobs per Working Age Population
926,Kenya,East,30,KEN,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
927,Kenya,East,40,KEN,0.0,0.0,0.02,0.03,rel_jobs,Jobs per Working Age Population
928,Kenya,East,50,KEN,0.0,0.01,0.03,0.03,rel_jobs,Jobs per Working Age Population
929,Kenya,East,60,KEN,0.0,0.01,0.03,0.04,rel_jobs,Jobs per Working Age Population
930,Kenya,East,70,KEN,0.0,0.01,0.04,0.05,rel_jobs,Jobs per Working Age Population
931,Kenya,East,80,KEN,0.0,0.01,0.05,0.05,rel_jobs,Jobs per Working Age Population
932,Kenya,East,90,KEN,0.0,0.01,0.05,0.06,rel_jobs,Jobs per Working Age Population
933,Kenya,East,100,KEN,0.0,0.01,0.06,0.07,rel_jobs,Jobs per Working Age Population
934,Kenya,East,110,KEN,0.0,0.01,0.06,0.07,rel_jobs,Jobs per Working Age Population
935,Kenya,East,120,KEN,0.0,0.01,0.07,0.08,rel_jobs,Jobs per Working Age Population
936,Lesotho,South,10,LSO,0.0,0.0,0.01,0.01,rel_jobs,Jobs per Working Age Population
937,Lesotho,South,20,LSO,0.0,0.0,0.01,0.01,rel_jobs,Jobs per Working Age Population
938,Lesotho,South,30,LSO,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
939,Lesotho,South,40,LSO,0.0,0.0,0.02,0.02,rel_jobs,Jobs per Working Age Population
940,Lesotho,South,50,LSO,0.0,0.0,0.02,0.03,rel_jobs,Jobs per Working Age Population
941,Lesotho,South,60,LSO,0.0,0.0,0.03,0.03,rel_jobs,Jobs per Working Age Population
942,Lesotho,South,70,LSO,0.0,0.0,0.03,0.03,rel_jobs,Jobs per Working Age Population
943,Lesotho,South,80,LSO,0.0,0.0,0.04,0.04,rel_jobs,Jobs per Working Age Population
944,Lesotho,South,90,LSO,0.0,0.0,0.04,0.04,rel_jobs,Jobs per Working Age Population
945,Lesotho,South,100,LSO,0.0,0.0,0.05,0.05,rel_jobs,Jobs per Working Age Population
946,Lesotho,South,110,LSO,0.0,0.0,0.05,0.05,rel_jobs,Jobs per Working Age Population
947,Lesotho,South,120,LSO,0.0,0.0,0.05,0.06,rel_jobs,Jobs per Working Age Population
948,Liberia,West,10,LBR,0.0,0.0,0.14,0.14,rel_jobs,Jobs per Working Age Population
949,Liberia,West,20,LBR,0.0,0.0,0.15,0.16,rel_jobs,Jobs per Working Age Population
950,Liberia,West,30,LBR,0.0,0.01,0.17,0.18,rel_jobs,Jobs per Working Age Population
951,Liberia,West,40,LBR,0.0,0.01,0.19,0.2,rel_jobs,Jobs per Working Age Population
952,Liberia,West,50,LBR,0.0,0.01,0.2,0.22,rel_jobs,Jobs per Working Age Population
953,Liberia,West,60,LBR,0.0,0.02,0.22,0.24,rel_jobs,Jobs per Working Age Population
954,Liberia,West,70,LBR,0.0,0.02,0.23,0.25,rel_jobs,Jobs per Working Age Population
955,Liberia,West,80,LBR,0.0,0.02,0.25,0.27,rel_jobs,Jobs per Working Age Population
956,Liberia,West,90,LBR,0.0,0.03,0.27,0.29,rel_jobs,Jobs per Working Age Population
957,Liberia,West,100,LBR,0.0,0.03,0.28,0.31,rel_jobs,Jobs per Working Age Population
958,Liberia,West,110,LBR,0.0,0.03,0.3,0.33,rel_jobs,Jobs per Working Age Population
959,Liberia,West,120,LBR,0.0,0.04,0.32,0.35,rel_jobs,Jobs per Working Age Population
960,Libya,North,10,LBY,0.0,0.0,0.0,0.0,rel_jobs,Jobs per Working Age Population
961,Libya,North,20,LBY,0.0,0.0,0.01,0.01,rel_jobs,Jobs per Working Age Population
